"Date","Market","State","Market Size","Product Type","Product","Type","Sales","Profit","Margin","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget Margin","Budget Sales","Budget COGS"
05/01/2003,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",954,405,628,470,227,157,1993,358,662,878,318
05/01/2003,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",373,104,233,149,133,54,925,130,260,363,159
05/01/2003,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",374,-26,212,164,229,140,990,30,212,324,121
05/01/2003,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",505,108,247,199,165,59,1449,142,300,385,120
05/01/2003,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",165,37,107,72,51,17,2580,69,115,201,63
05/01/2003,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",133,106,131,0,42,0,2026,103,127,137,0
05/01/2003,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",320,-3,163,131,147,46,685,30,137,230,72
05/01/2003,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",278,-11,119,109,141,38,633,0,114,229,92
05/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",241,-14,142,124,151,37,-307,32,138,227,68
05/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",357,-23,197,163,241,133,882,0,161,292,103
05/01/2003,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",143,43,96,73,68,15,2725,72,105,140,30
05/01/2003,"South","New Mexico","Small Market","Coffee","Columbian","Regular",449,108,309,197,143,49,1484,207,320,540,218
05/01/2003,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",318,51,172,145,140,41,745,36,136,251,106
05/01/2003,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",471,-57,134,351,164,116,3471,38,168,601,386
05/01/2003,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",243,23,141,114,99,28,3668,69,143,170,63
05/01/2003,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",256,-684,-172,406,470,351,5833,-692,-162,189,425
05/01/2003,"East","New York","Major Market","Coffee","Columbian","Regular",2603,1093,1611,896,497,345,8102,1030,1592,2534,1018
05/01/2003,"East","New York","Major Market","Tea","Darjeeling","Regular",895,379,528,307,130,97,3377,444,477,947,391
05/01/2003,"East","New York","Major Market","Tea","Earl Grey","Regular",780,326,470,380,153,95,2878,392,490,909,379
05/01/2003,"East","New York","Major Market","Tea","Green Tea","Regular",674,320,440,297,113,68,1647,352,430,624,305
05/01/2003,"East","New York","Major Market","Smoothie","Lemon","Decaf",2071,805,1393,756,413,373,5425,620,950,1560,788
05/01/2003,"East","New York","Major Market","Smoothie","Blueberry","Decaf",701,-461,-137,753,356,257,7275,-317,-76,509,482
05/01/2003,"East","New York","Major Market","Espresso","Regular Espresso","Regular",2113,696,950,754,330,254,4598,748,968,1759,901
05/01/2003,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",383,83,243,152,169,66,1210,130,244,461,175
05/01/2003,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",921,273,504,569,190,144,4123,417,568,1080,688
05/01/2003,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",144,41,99,71,57,20,1562,90,103,131,30
05/01/2003,"Central","Ohio","Major Market","Coffee","Columbian","Regular",324,74,201,138,130,47,1470,112,195,398,145
05/01/2003,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",794,272,448,276,193,98,2134,250,483,712,278
05/01/2003,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",411,32,209,163,192,72,1410,65,198,431,231
05/01/2003,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",431,-6,253,185,284,166,1569,71,285,497,163
05/01/2003,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",792,307,545,400,172,98,2079,382,490,960,338
05/01/2003,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",248,74,156,100,60,27,3268,140,153,220,66
05/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",834,339,492,444,225,120,-1214,335,534,747,329
05/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",161,41,98,73,52,19,1434,108,100,148,36
05/01/2003,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",408,57,218,227,183,72,1099,67,216,436,153
05/01/2003,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",363,115,219,175,86,39,1878,153,221,385,154
05/01/2003,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",777,231,444,322,201,94,2246,302,412,682,257
05/01/2003,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",263,83,135,98,79,31,2779,120,169,269,91
05/01/2003,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",800,64,415,321,392,267,2042,152,384,660,290
05/01/2003,"West","Oregon","Small Market","Coffee","Amaretto","Regular",459,-8,244,159,290,174,1476,144,349,558,204
05/01/2003,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",363,38,250,188,217,69,1309,68,210,305,155
05/01/2003,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",378,91,215,154,135,59,1300,145,214,418,135
05/01/2003,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",277,77,151,94,65,32,2558,132,142,204,66
05/01/2003,"West","Oregon","Small Market","Coffee","Columbian","Regular",343,27,192,184,223,48,1251,105,264,465,232
05/01/2003,"West","Oregon","Small Market","Tea","Darjeeling","Regular",200,38,94,78,63,18,1578,66,58,88,37
05/01/2003,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",975,278,484,526,232,135,4343,299,469,871,527
05/01/2003,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",326,91,227,149,128,42,1288,153,241,435,161
05/01/2003,"West","Oregon","Small Market","Tea","Earl Grey","Regular",914,255,469,325,206,93,2058,155,317,587,195
05/01/2003,"West","Oregon","Small Market","Tea","Green Tea","Regular",901,353,555,402,216,101,1758,250,356,647,212
05/01/2003,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",299,96,194,158,96,40,1823,91,144,228,88
05/01/2003,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",560,144,291,216,205,85,-600,171,280,483,147
05/01/2003,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",716,370,571,349,157,95,2897,425,529,822,273
05/01/2003,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",379,96,228,153,155,58,1251,166,253,362,149
05/01/2003,"South","Texas","Major Market","Coffee","Columbian","Regular",1576,620,1019,857,350,265,3595,889,1098,2117,928
05/01/2003,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",641,326,455,324,118,89,1577,278,352,602,222
05/01/2003,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",694,197,417,293,148,98,1762,362,512,859,367
05/01/2003,"South","Texas","Major Market","Smoothie","Lemon","Decaf",389,85,217,137,119,44,1328,101,214,350,142
05/01/2003,"West","Utah","Small Market","Coffee","Amaretto","Regular",528,116,236,230,150,77,3949,188,369,626,267
05/01/2003,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",339,121,212,133,77,33,2650,168,220,292,116
05/01/2003,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",338,123,182,182,99,55,2242,136,204,337,151
05/01/2003,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",405,122,244,187,161,57,833,124,239,382,160
05/01/2003,"West","Utah","Small Market","Coffee","Columbian","Regular",401,65,222,160,140,47,1250,173,239,481,210
05/01/2003,"West","Utah","Small Market","Tea","Darjeeling","Regular",331,-30,221,147,239,129,893,39,170,238,73
05/01/2003,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",367,148,222,170,71,39,2578,129,194,345,140
05/01/2003,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",664,108,376,289,218,100,1838,235,465,688,268
05/01/2003,"West","Utah","Small Market","Tea","Earl Grey","Regular",335,45,176,124,134,45,714,62,129,234,69
05/01/2003,"West","Utah","Small Market","Tea","Green Tea","Regular",264,-11,141,107,140,45,709,29,92,153,59
05/01/2003,"West","Utah","Small Market","Smoothie","Lemon","Decaf",519,110,276,167,190,48,1246,133,228,346,123
05/01/2003,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",408,-58,155,351,194,99,3109,-37,105,386,279
05/01/2003,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",332,129,216,183,109,47,2110,132,188,355,141
05/01/2003,"West","Washington","Small Market","Espresso","Caffe Mocha","Regular",503,58,223,198,192,74,1244,76,264,453,184
05/01/2003,"West","Washington","Small Market","Smoothie","Chocolate","Decaf",974,328,505,419,251,124,3370,357,547,871,329
05/01/2003,"West","Washington","Small Market","Coffee","Columbian","Regular",643,191,406,221,173,83,1392,342,446,806,271
05/01/2003,"West","Washington","Small Market","Tea","Darjeeling","Regular",419,153,284,179,108,48,1244,110,143,287,109
05/01/2003,"West","Washington","Small Market","Espresso","Decaf Espresso","Decaf",565,164,326,264,171,93,3482,198,341,547,254
05/01/2003,"West","Washington","Small Market","Coffee","Decaf Irish Cream","Decaf",725,55,460,339,385,306,2327,201,586,1077,363
05/01/2003,"West","Washington","Small Market","Tea","Earl Grey","Regular",404,97,207,139,152,44,1206,105,162,224,72
05/01/2003,"West","Washington","Small Market","Tea","Green Tea","Regular",463,6,308,211,252,194,1655,33,231,353,130
05/01/2003,"West","Washington","Small Market","Smoothie","Lemon","Decaf",328,104,224,161,79,42,2628,162,161,286,105
05/01/2003,"Central","Wisconsin","Small Market","Coffee","Amaretto","Regular",474,49,229,196,185,71,1301,77,237,411,200
05/01/2003,"Central","Wisconsin","Small Market","Espresso","Caffe Mocha","Regular",536,148,366,251,146,85,3252,237,322,739,276
05/01/2003,"Central","Wisconsin","Small Market","Smoothie","Chocolate","Decaf",492,172,244,166,140,43,1027,167,243,359,127
05/01/2003,"Central","Wisconsin","Small Market","Coffee","Columbian","Regular",736,58,384,302,435,274,1779,119,462,743,304
05/01/2003,"Central","Wisconsin","Small Market","Tea","Darjeeling","Regular",372,82,222,160,131,54,1464,101,204,318,92
05/01/2003,"Central","Wisconsin","Small Market","Espresso","Decaf Espresso","Decaf",362,124,213,173,82,54,2089,156,241,385,155
05/01/2003,"Central","Wisconsin","Small Market","Coffee","Decaf Irish Cream","Decaf",643,231,392,306,199,92,1745,264,427,720,308
05/01/2003,"Central","Wisconsin","Small Market","Tea","Earl Grey","Regular",505,7,333,220,323,205,1886,29,319,414,156
05/01/2003,"Central","Wisconsin","Small Market","Smoothie","Lemon","Decaf",507,188,257,205,103,46,2940,184,252,332,136
08/01/2003,"West","California","Major Market","Coffee","Amaretto","Regular",294,-457,-238,560,256,165,7821,-530,-319,338,676
08/01/2003,"West","California","Major Market","Espresso","Caffe Latte","Regular",1885,563,903,844,348,286,5496,569,810,1785,810
08/01/2003,"West","California","Major Market","Espresso","Caffe Mocha","Regular",1332,172,737,577,605,519,3265,194,763,1324,516
08/01/2003,"West","California","Major Market","Smoothie","Chocolate","Decaf",1328,504,728,433,144,131,2905,447,518,1039,338
08/01/2003,"West","California","Major Market","Coffee","Columbian","Regular",2955,1064,1557,1367,657,484,9090,1826,2221,3734,1444
08/01/2003,"West","California","Major Market","Tea","Darjeeling","Regular",950,451,553,381,136,112,2657,332,430,625,282
08/01/2003,"West","California","Major Market","Espresso","Decaf Espresso","Decaf",2497,841,1335,897,434,317,6400,754,1239,2240,962
08/01/2003,"West","California","Major Market","Coffee","Decaf Irish Cream","Decaf",596,-505,-94,612,372,193,11950,-494,-145,751,851
08/01/2003,"West","California","Major Market","Tea","Earl Grey","Regular",976,318,498,367,133,101,2199,283,305,631,224
08/01/2003,"West","California","Major Market","Tea","Green Tea","Regular",401,97,235,195,157,67,2230,63,172,290,117
08/01/2003,"West","California","Major Market","Smoothie","Lemon","Decaf",2393,808,1253,1126,334,282,4781,979,1075,1956,1048
08/01/2003,"West","California","Major Market","Smoothie","Blueberry","Decaf",411,140,270,177,98,63,2112,133,199,330,135
08/01/2003,"Central","Colorado","Major Market","Coffee","Amaretto","Regular",871,474,613,407,160,107,3270,470,588,1039,460
08/01/2003,"Central","Colorado","Major Market","Espresso","Caffe Mocha","Regular",856,349,517,350,116,110,2076,388,594,896,377
08/01/2003,"Central","Colorado","Major Market","Smoothie","Chocolate","Decaf",966,283,522,466,205,142,4469,231,375,860,378
08/01/2003,"Central","Colorado","Major Market","Coffee","Columbian","Regular",399,148,240,167,113,61,1716,162,207,367,185
08/01/2003,"Central","Colorado","Major Market","Tea","Darjeeling","Regular",355,34,193,150,193,56,1585,34,159,309,140
08/01/2003,"Central","Colorado","Major Market","Espresso","Decaf Espresso","Decaf",463,96,289,188,157,55,2030,187,297,495,194
08/01/2003,"Central","Colorado","Major Market","Coffee","Decaf Irish Cream","Decaf",945,482,718,463,162,130,3244,602,669,1149,441
08/01/2003,"Central","Colorado","Major Market","Tea","Earl Grey","Regular",316,54,156,131,118,44,3519,62,151,280,103
08/01/2003,"Central","Colorado","Major Market","Tea","Green Tea","Regular",493,166,333,238,113,78,1716,185,271,398,166
08/01/2003,"Central","Colorado","Major Market","Smoothie","Lemon","Decaf",258,-38,168,129,207,111,1704,0,135,212,95
08/01/2003,"Central","Colorado","Major Market","Smoothie","Blueberry","Decaf",391,67,221,158,143,50,1427,101,214,293,90
08/01/2003,"East","Connecticut","Small Market","Espresso","Caffe Mocha","Regular",327,-26,196,136,265,150,2088,31,173,309,120
08/01/2003,"East","Connecticut","Small Market","Coffee","Columbian","Regular",637,244,460,301,191,104,3882,304,409,673,240
08/01/2003,"East","Connecticut","Small Market","Tea","Darjeeling","Regular",279,106,172,128,69,29,3364,145,160,272,105
08/01/2003,"East","Connecticut","Small Market","Espresso","Decaf Espresso","Decaf",383,54,162,133,159,46,1147,69,183,317,148
08/01/2003,"East","Connecticut","Small Market","Tea","Green Tea","Regular",173,44,93,76,57,15,2937,73,109,168,64
08/01/2003,"East","Connecticut","Small Market","Smoothie","Lemon","Decaf",567,93,335,262,190,90,1985,105,214,365,156
08/01/2003,"East","Connecticut","Small Market","Smoothie","Blueberry","Decaf",427,82,229,199,120,49,3745,96,187,258,103
08/01/2003,"East","Florida","Major Market","Espresso","Caffe Mocha","Regular",907,115,699,425,519,441,2283,213,683,1030,408
08/01/2003,"East","Florida","Major Market","Smoothie","Chocolate","Decaf",242,53,123,95,71,28,1688,67,105,165,77
08/01/2003,"East","Florida","Major Market","Coffee","Columbian","Regular",1145,363,488,389,234,145,2963,388,594,926,343
08/01/2003,"East","Florida","Major Market","Tea","Darjeeling","Regular",418,152,221,171,73,43,3076,206,285,461,117
08/01/2003,"East","Florida","Major Market","Espresso","Decaf Espresso","Decaf",769,273,446,367,202,100,1872,279,435,796,295
08/01/2003,"East","Florida","Major Market","Coffee","Decaf Irish Cream","Decaf",1105,322,557,385,220,133,2166,354,501,972,378
08/01/2003,"East","Florida","Major Market","Tea","Green Tea","Regular",493,220,298,228,85,66,2942,289,336,544,235
08/01/2003,"East","Florida","Major Market","Smoothie","Lemon","Decaf",485,76,262,197,195,73,1336,102,191,346,157
08/01/2003,"East","Florida","Major Market","Smoothie","Blueberry","Decaf",758,236,489,307,191,111,3538,265,352,567,213
08/01/2003,"Central","Illinois","Major Market","Espresso","Caffe Mocha","Regular",2317,747,1382,917,438,364,5424,1169,1396,2700,1097
08/01/2003,"Central","Illinois","Major Market","Smoothie","Chocolate","Decaf",945,438,575,409,152,117,3701,460,614,841,354
08/01/2003,"Central","Illinois","Major Market","Coffee","Columbian","Regular",1735,518,943,625,306,227,4432,729,918,1497,715
08/01/2003,"Central","Illinois","Major Market","Tea","Darjeeling","Regular",779,355,457,360,137,91,1694,329,449,730,280
08/01/2003,"Central","Illinois","Major Market","Espresso","Decaf Espresso","Decaf",1659,557,857,1044,371,258,6226,751,1127,2286,1170
08/01/2003,"Central","Illinois","Major Market","Coffee","Decaf Irish Cream","Decaf",1225,468,625,523,251,163,2475,557,732,1339,509
08/01/2003,"Central","Illinois","Major Market","Tea","Earl Grey","Regular",459,102,296,167,183,62,1960,91,243,339,151
08/01/2003,"Central","Illinois","Major Market","Smoothie","Lemon","Decaf",406,135,230,147,95,66,1952,146,226,356,159
08/01/2003,"Central","Illinois","Major Market","Smoothie","Blueberry","Decaf",1098,494,750,381,194,118,3657,450,584,980,408
08/01/2003,"Central","Iowa","Small Market","Coffee","Amaretto","Regular",228,70,151,98,61,25,3484,105,125,203,71
08/01/2003,"Central","Iowa","Small Market","Espresso","Caffe Mocha","Regular",198,59,121,87,65,23,2710,92,136,235,61
08/01/2003,"Central","Iowa","Small Market","Smoothie","Chocolate","Decaf",2444,888,1413,942,381,314,6302,827,1145,2092,897
08/01/2003,"Central","Iowa","Small Market","Coffee","Columbian","Regular",287,58,163,150,108,42,3109,79,170,280,124
08/01/2003,"Central","Iowa","Small Market","Tea","Darjeeling","Regular",1821,527,904,967,308,259,6552,554,793,1613,719
08/01/2003,"Central","Iowa","Small Market","Espresso","Decaf Espresso","Decaf",127,106,145,0,42,0,1755,127,173,177,0
08/01/2003,"Central","Iowa","Small Market","Coffee","Decaf Irish Cream","Decaf",118,3,55,48,54,13,1917,36,79,90,33
08/01/2003,"Central","Iowa","Small Market","Tea","Earl Grey","Regular",2435,702,1143,961,480,389,5812,637,1076,1888,807
08/01/2003,"Central","Iowa","Small Market","Smoothie","Lemon","Decaf",1324,453,704,464,207,159,2356,504,601,1235,443
08/01/2003,"South","Louisiana","Small Market","Espresso","Caffe Latte","Regular",383,-22,227,157,215,111,-1763,32,225,281,117
08/01/2003,"South","Louisiana","Small Market","Espresso","Caffe Mocha","Regular",503,154,261,181,146,48,1175,131,187,377,156
08/01/2003,"South","Louisiana","Small Market","Smoothie","Chocolate","Decaf",544,205,389,237,123,83,2067,249,332,602,224
08/01/2003,"South","Louisiana","Small Market","Coffee","Columbian","Regular",454,142,216,159,74,47,3089,216,262,494,208
08/01/2003,"South","Louisiana","Small Market","Espresso","Decaf Espresso","Decaf",326,74,172,139,96,36,1559,69,151,250,100
08/01/2003,"South","Louisiana","Small Market","Coffee","Decaf Irish Cream","Decaf",460,182,347,221,109,57,3449,340,433,664,223
08/01/2003,"South","Louisiana","Small Market","Smoothie","Lemon","Decaf",540,99,312,228,193,96,1758,151,305,469,199
08/01/2003,"East","Massachusetts","Major Market","Espresso","Caffe Mocha","Regular",424,23,219,114,237,119,1861,74,247,294,101
08/01/2003,"East","Massachusetts","Major Market","Coffee","Columbian","Regular",1944,2176,2200,172,180,62,-6646,1955,2072,2065,122
08/01/2003,"East","Massachusetts","Major Market","Tea","Darjeeling","Regular",182,57,112,79,62,22,3125,67,95,186,76
08/01/2003,"East","Massachusetts","Major Market","Tea","Green Tea","Regular",162,34,71,55,56,12,1424,63,101,144,37
08/01/2003,"East","Massachusetts","Major Market","Smoothie","Lemon","Decaf",303,32,232,182,196,69,1391,68,168,272,108
08/01/2003,"East","Massachusetts","Major Market","Espresso","Regular Espresso","Regular",997,293,453,578,226,115,4579,355,576,1119,488
08/01/2003,"Central","Missouri","Small Market","Espresso","Caffe Mocha","Regular",239,97,144,118,62,33,2838,120,207,335,105
08/01/2003,"Central","Missouri","Small Market","Smoothie","Chocolate","Decaf",502,6,280,214,318,170,1143,73,285,487,149
08/01/2003,"Central","Missouri","Small Market","Coffee","Columbian","Regular",543,87,299,246,230,103,2159,144,350,515,234
08/01/2003,"Central","Missouri","Small Market","Tea","Darjeeling","Regular",347,61,225,169,141,53,812,115,202,340,83
08/01/2003,"Central","Missouri","Small Market","Espresso","Decaf Espresso","Decaf",232,82,154,115,65,31,2367,156,214,332,119
08/01/2003,"Central","Missouri","Small Market","Coffee","Decaf Irish Cream","Decaf",341,76,221,162,107,55,3045,96,202,381,167
08/01/2003,"Central","Missouri","Small Market","Tea","Earl Grey","Regular",238,-31,142,94,143,43,796,-39,100,148,69
08/01/2003,"Central","Missouri","Small Market","Tea","Green Tea","Regular",285,3,150,129,150,47,775,0,113,218,95
08/01/2003,"Central","Missouri","Small Market","Smoothie","Lemon","Decaf",478,-152,63,401,191,135,4736,-69,65,380,339
08/01/2003,"West","Nevada","Small Market","Espresso","Caffe Latte","Regular",140,116,164,0,38,0,1777,102,140,144,0
08/01/2003,"West","Nevada","Small Market","Espresso","Caffe Mocha","Regular",214,61,112,79,69,22,3134,99,133,215,71
08/01/2003,"West","Nevada","Small Market","Smoothie","Chocolate","Decaf",1432,161,815,566,638,541,2936,222,710,1141,411
08/01/2003,"West","Nevada","Small Market","Coffee","Columbian","Regular",295,3,139,138,176,45,842,70,189,323,152
08/01/2003,"West","Nevada","Small Market","Tea","Darjeeling","Regular",2383,755,1266,1071,413,314,5754,648,903,1432,630
08/01/2003,"West","Nevada","Small Market","Espresso","Decaf Espresso","Decaf",191,50,122,74,61,19,2398,73,103,181,72
08/01/2003,"West","Nevada","Small Market","Coffee","Decaf Irish Cream","Decaf",273,54,150,149,103,40,3453,102,212,361,178
08/01/2003,"West","Nevada","Small Market","Tea","Earl Grey","Regular",1994,542,918,829,311,241,5966,441,677,1210,660
08/01/2003,"West","Nevada","Small Market","Tea","Green Tea","Regular",68,-1184,-995,1003,439,370,18177,-751,-607,0,618
08/01/2003,"West","Nevada","Small Market","Smoothie","Lemon","Decaf",1483,484,1007,730,342,224,4200,593,758,1432,535
08/01/2003,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",1218,490,741,604,210,157,2605,566,731,1130,470
08/01/2003,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",546,181,314,233,140,68,1146,256,333,440,160
08/01/2003,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",461,4,285,202,260,190,1103,34,276,430,209
08/01/2003,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",625,151,307,240,151,72,1787,229,268,525,214
08/01/2003,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",213,71,138,80,69,22,3212,108,139,218,62
08/01/2003,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",143,100,137,0,36,0,1780,101,146,133,0
08/01/2003,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",298,4,183,128,174,41,824,32,125,200,56
08/01/2003,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",194,-34,115,87,175,40,792,0,127,218,78
08/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",209,-27,118,94,158,38,-1185,0,95,166,77
08/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",515,6,285,190,289,198,1086,0,228,417,151
08/01/2003,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",225,64,135,90,68,22,2562,108,148,241,74
08/01/2003,"South","New Mexico","Small Market","Coffee","Columbian","Regular",494,157,365,214,171,62,1497,226,449,741,279
08/01/2003,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",343,70,213,179,143,48,897,102,201,271,106
08/01/2003,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",460,-140,72,392,200,137,5369,-90,75,615,554
08/01/2003,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",336,51,173,135,100,39,3508,61,175,276,91
08/01/2003,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",309,-1062,-339,560,670,554,9479,-923,-316,244,486
08/01/2003,"East","New York","Major Market","Coffee","Columbian","Regular",2682,1227,1980,1359,603,413,10514,1299,1951,2524,1142
08/01/2003,"East","New York","Major Market","Tea","Darjeeling","Regular",1042,477,701,490,163,132,3008,638,699,1161,462
08/01/2003,"East","New York","Major Market","Tea","Earl Grey","Regular",1117,487,563,448,163,124,3336,457,606,1191,499
08/01/2003,"East","New York","Major Market","Tea","Green Tea","Regular",741,357,544,353,120,101,1886,404,600,762,319
08/01/2003,"East","New York","Major Market","Smoothie","Lemon","Decaf",2141,897,1079,952,539,333,4570,692,1125,1823,729
08/01/2003,"East","New York","Major Market","Smoothie","Blueberry","Decaf",421,-961,-710,1074,393,311,11467,-772,-563,261,682
08/01/2003,"East","New York","Major Market","Espresso","Regular Espresso","Regular",2000,531,918,860,382,255,4794,639,1134,1790,786
08/01/2003,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",325,66,226,158,138,51,1383,141,242,371,126
08/01/2003,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",975,277,502,450,212,136,3641,410,600,1060,600
08/01/2003,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",145,32,88,49,51,13,1597,67,79,94,36
08/01/2003,"Central","Ohio","Major Market","Coffee","Columbian","Regular",257,57,187,113,97,38,1608,100,170,295,98
08/01/2003,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",886,346,554,457,275,106,2908,344,602,841,322
08/01/2003,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",357,24,178,149,205,62,1446,70,224,412,158
08/01/2003,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",295,-32,153,112,212,105,1736,37,213,332,98
08/01/2003,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",1110,352,476,401,203,114,2211,347,522,756,279
08/01/2003,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",186,61,116,87,65,19,2976,116,91,124,32
08/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",1036,328,595,413,179,138,-4028,341,472,876,294
08/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",153,32,86,53,45,15,1785,59,68,98,31
08/01/2003,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",404,57,236,196,210,81,1374,60,275,445,187
08/01/2003,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",521,189,338,239,125,74,2063,276,415,653,311
08/01/2003,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",1018,320,702,353,241,136,2635,391,530,823,296
08/01/2003,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",183,63,100,73,63,20,3088,102,125,229,65
08/01/2003,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",1037,113,566,478,528,366,2430,204,645,1222,351
08/01/2003,"West","Oregon","Small Market","Coffee","Amaretto","Regular",260,-35,171,142,186,113,1801,74,256,385,142
08/01/2003,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",363,32,204,169,194,57,1284,74,198,325,132
08/01/2003,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",389,60,226,163,160,54,1562,103,192,344,144
08/01/2003,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",222,67,115,92,64,25,2690,100,103,151,65
08/01/2003,"West","Oregon","Small Market","Coffee","Columbian","Regular",429,28,236,139,214,51,1765,149,287,523,169
08/01/2003,"West","Oregon","Small Market","Tea","Darjeeling","Regular",122,32,88,59,54,11,1661,35,38,68,31
08/01/2003,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",966,257,495,518,221,136,4544,292,505,854,397
08/01/2003,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",308,67,205,103,111,36,1517,139,217,332,116
08/01/2003,"West","Oregon","Small Market","Tea","Earl Grey","Regular",1018,345,658,381,238,125,3042,288,388,626,237
08/01/2003,"West","Oregon","Small Market","Tea","Green Tea","Regular",1010,336,586,425,190,117,1986,235,347,627,244
08/01/2003,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",491,188,305,228,117,77,1730,216,290,389,178
08/01/2003,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",444,101,259,163,152,57,-2058,138,247,409,139
08/01/2003,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",1065,507,623,437,131,128,3269,443,584,766,303
